col,word,df,tf
5027,롯데시네마,2,3
5028,롯데온,3,3
5029,롯데제,2,2
5030,롯데제과,3,3
5031,롯데주류,2,2
5032,루비,3,3
5033,루이비통,22,23
5034,루카,5,5
5035,루키,6,6
5036,루틴,2,2
5037,루피아,9,10
5038,룩으,3,3
5039,뤼튼테크놀로지스,2,2
5040,류진,2,2
5041,르꼬끄,2,2
5042,르노삼성자동차,2,2
5043,르니버스,2,2
5044,르세라핌,26,26
5045,리뉴얼,2,2
5046,리더,20,20
5047,리드,2,2
5048,리라,2,2
5049,리마,2,2
5050,리마인,6,6
5051,리메이크,7,7
5052,리무진,2,2
5053,리믹스,5,5
5054,리바이스,2,2
5055,리벨럽,2,2
5056,리복,5,5
5057,리뷰,12,12
5058,리브,5,5
5059,리브랜딩,2,2
5060,리빙,2,2
5061,리사,20,22
5062,리센느,35,36
5063,리셀,3,3
5064,리스트,2,2
5065,리씽크,2,2
5066,리액션,3,4
5067,리얼,3,3
5068,리얼리티,46,52
5069,리얼리티쇼,2,2
5070,리오픈,2,2
5071,리우데자네이루,4,4
5072,리조트,4,4
5073,리즈,2,2
5074,리퀘스트,2,2
5075,리턴즈,2,2
5076,리테일,2,2
5077,리패키지,5,5
5078,리포트,9,9
5079,리허설,2,2
5080,린다g,2,2
5081,린사사,4,4
5082,린은,13,13
5083,린을,4,4
5084,린의,3,3
5085,린이,4,4
5086,린커우,2,2
5087,릴레,5,5
5088,릴레이,3,3
5089,릴리,6,6
5090,릴리바이레드,2,2
5091,립밤,2,2
5092,링컨센터,2,3
5093,마감,2,2
5094,마굿간,2,2
5095,마그네틱,2,2
5096,마녀상점,2,2
5097,마노반,2,2
5098,마닐라,79,82
5099,마담,3,3
5100,마담2,7,7
5101,마돈나,3,3
5102,마드리드,3,3
5103,마련,8,8
5104,마련해,2,2
5105,마리끌레르,2,2
5106,마마무,29,33
5107,마마무x여자친구,2,2
5108,마무리,10,10
5109,마무리됐다,2,2
5110,마무리되,2,2
5111,마무리하,2,2
5112,마무리했다,2,2
5113,마밀라피나타파,2,2
5114,마블,2,2
5115,마비노기,5,5
5116,마사지기,2,3
5117,마스카라,2,2
5118,마스크,5,5
5119,마스터,5,5
5120,마약,3,5
5121,마와진,2,2
5122,마을,4,5
5123,마음,7,7
5124,마이,15,15
5125,마이데,6,6
5126,마이데일리,4,4
5127,마이클,3,3
5128,마젠타,2,2
5129,마지막,19,19
5130,마쳤,3,3
5131,마쳤다,5,5
5132,마치,6,6
5133,마친,7,7
5134,마침표,2,2
5135,마카오,20,21
5136,마케팅,28,28
5137,마켓,2,2
5138,마크,9,9
5139,마키아쥬,2,2
5140,마틴,2,2
5141,막강한,2,2
5142,막걸리,4,4
5143,막내,3,3
5144,만나,6,6
5145,만난,7,7
5146,만남,6,6
5147,만났,11,11
5148,만났으,2,2
5149,만드,3,3
5150,만든,11,11
5151,만들,3,3
5152,만들어냄,2,2
5153,만들어냈,5,5
5154,만들어냈다,3,3
5155,만들었,11,11
5156,만듦,4,4
5157,만석,2,2
5158,만의,87,88
5159,만이었,2,2
5160,만인,33,33
5161,만큼,55,55
5162,만한,2,2
5163,많아,2,2
5164,많은,15,15
5165,많은데,2,2
5166,많이,21,22
5167,말레이메일,2,2
5168,말레이시아,23,31
5169,말춤,4,4
5170,말하,4,4
5171,말할,4,4
5172,말해,2,2
5173,말했,5,5
5174,말했다,4,4
5175,맘스터치,3,3
5176,맞먹,2,2
5177,맞물려,3,3
5178,맞물린,3,3
5179,맞아,99,99
5180,맞았,2,2
5181,맞으,2,2
5182,맞은,8,8
5183,맞추,5,5
5184,맞춘,3,3
5185,맞춤,4,4
5186,맞춰,15,15
5187,맡고,2,2
5188,맡는,6,6
5189,맡아,22,24
5190,맡았,48,49
5191,맡았다,4,4
5192,맡았으,5,5
5193,맡으,7,7
5194,맡은,4,4
5195,매거진,7,7
5196,매너,3,3
5197,매년,21,21
5198,매니저,6,6
5199,매력,15,15
5200,매력적인,2,2
5201,매료시켰다,3,3
5202,매미소리,2,2
5203,매번,4,4
5204,매우,4,4
5205,매일,6,6
5206,매장,6,6
5207,매주,13,14
5208,매진,191,198
5209,매진돼,4,4
5210,매진됐,14,14
5211,매진됐다,8,8
5212,매진됐으,6,6
5213,매진되,39,40
5214,매진되었,22,22
5215,매진되었다,3,3
5216,매진되었으,7,7
5217,매진된,5,5
5218,매진시켰,6,6
5219,매진시켰다,3,3
5220,매진시키,8,8
5221,매체,325,335
5222,매체들,3,3
5223,매체에서,4,4
5224,매체와,2,2
5225,매출,49,58
5226,매출액,4,4
5227,맥도날드,6,7
5228,맥심,2,2
5229,맺고,5,5
5230,맺었,6,6
5231,맺은,4,4
5232,머니투데이,3,3
5233,머리,2,2
5234,머문,2,2
5235,먹방,5,5
5236,먹어요,3,3
5237,먹으면,2,2
5238,먹을텐데,3,3
5239,멋진,2,2
5240,메가방나,2,2
5241,메들리,2,2
5242,메디힐,6,6
5243,메르넬,2,2
5244,메리홀,2,2
5245,메모리얼,2,2
5246,메모리즈,2,2
5247,메시지,17,18
5248,메우,2,2
5249,메이,5,5
5250,메이베린,2,2
5251,메이블린,2,2
5252,메이저,4,4
5253,메이크업,11,11
5254,메이크업포에버,2,2
5255,메인,10,11
5256,멕시카나,2,2
5257,멕시코,25,30
5258,멕시코시티,15,15
5259,멘토,9,9
5260,멘토링,3,3
5261,멘트,2,2
5262,멜로,2,2
5263,멜로디,6,7
5264,멜로망스,2,2
5265,멜론,77,93
5266,멜론뮤직어워드,15,15
5267,멜론티켓,4,4
5268,멜버른,7,7
5269,멤버,265,274
5270,멤버들,66,66
5271,멤버로,2,2
5272,멤버별,5,5
5273,멤버십,31,35
5274,면세,3,3
5275,명곡,23,24
5276,명량,2,2
5277,명량대첩축제,7,7
5278,명명,3,3
5279,명반,2,2
5280,명소,3,4
5281,명시,12,12
5282,명에,16,16
5283,명예,13,13
5284,명예시민,2,2
5285,명예시민증,2,2
5286,명예직,2,2
5287,명예홍보대사,10,10
5288,명월,2,2
5289,명으,11,11
5290,명을,72,74
5291,명의,65,66
5292,명이,41,42
5293,명절,3,3
5294,명칭,22,22
5295,명품,24,24
5296,명품업계,2,2
5297,명화라이브홀,3,3
5298,모교,2,2
5299,모교인,2,2
5300,모금,14,15
5301,모니터링,2,2
5302,모델,243,250
5303,모델로,3,3
5304,모델료,3,3
5305,모델프레스,2,2
5306,모두,47,47
5307,모든,15,15
5308,모든소년소녀들,2,2
5309,모로코,2,2
5310,모르시나요,2,2
5311,모리,2,2
5312,모모,9,9
5313,모모콘,2,2
5314,모바일,9,9
5315,모바일게,3,3
5316,모바일뱅킹,2,2
5317,모스크바,5,5
5318,모습,35,35
5319,모아,8,8
5320,모아나,2,2
5321,모았,25,25
5322,모았다,5,5
5323,모았으,4,4
5324,모양,2,2
5325,모여,4,4
5326,모였,11,11
5327,모으,5,5
5328,모은,5,5
5329,모음,3,3
5330,모집,35,35
5331,모집되,2,2
5332,모집했으,2,2
5333,모카,6,6
5334,모태솔로지,4,4
5335,목록,13,13
5336,목소리,18,18
5337,목요일,7,7
5338,목적,3,3
5339,목포,2,2
5340,목포대학교,2,2
5341,목표,8,8
5342,몰고,4,4
5343,몰랐,3,3
5344,몰려,13,13
5345,몰려든,2,2
5346,몰렸,12,12
5347,몰렸다,3,3
5348,몰렸으,2,2
5349,몰입,2,2
5350,몰입도,2,2
5351,몸담았던,2,2
5352,못지않,2,2
5353,못하,2,2
5354,못한,6,6
5355,못할,6,6
5356,못함,5,5
5357,무가당,3,3
5358,무게,2,2
5359,무당,2,2
5360,무대,304,332
5361,무대에서,2,2
5362,무대였,2,2
5363,무렵,2,2
5364,무료,9,9
5365,무릎팍도사,2,2
5366,무명가수전,2,2
5367,무명기,2,2
5368,무비,9,9
5369,무슨,2,2
5370,무신사,3,3
5371,무한,2,2
5372,무한도전,24,25
5373,문경시,5,6
5374,문구,8,8
5375,문명특급,2,2
5376,문별,7,9
5377,문서,69,70
5378,문소영,2,2
5379,문재인,3,3
5380,문제,11,11
5381,문화,22,22
5382,문화교류,3,3
5383,문화매체,4,4
5384,문화유산청,2,2
5385,문화적,5,5
5386,문화체육관광부,15,15
5387,문화행사,2,2
5388,문희준,4,4
5389,묻는,2,2
5390,물결,4,4
5391,물들,2,2
5392,물량,6,6
5393,물론,2,2
5394,물리,2,2
5395,물어본다면,2,2
5396,뭐냐,2,2
5397,뭐하니,25,27
5398,뭐해,2,2
5399,뮤즈,7,7
5400,뮤지션,5,5
5401,뮤지컬,12,12
5402,뮤직,47,49
5403,뮤직뱅크,20,20
5404,뮤직비디오,62,68
5405,뮤직스테이션,3,3
5406,뮤직어워즈,2,2
5407,뮤직토크쇼,2,2
5408,미공개,4,4
5409,미국,123,142
5410,미국에서,2,2
5411,미국인,2,2
5412,미나,5,5
5413,미나미,4,4
5414,미니,56,62
5415,미니시리즈,3,3
5416,미니앨범,55,55
5417,미디어,10,10
5418,미딘국립경기장,2,2
5419,미라클,8,8
5420,미리,3,3
5421,미미,7,9
5422,미생,2,2
5423,미션,3,3
5424,미소,2,2
5425,미스,2,2
5426,미스터트롯,17,17
5427,미스터트롯2,5,5
5428,미스트롯,6,6
5429,미쓰라진,2,2
5430,미아,2,2
5431,미안함,2,2
5432,미연,2,2
5433,미우미우,2,2
5434,미운,16,16
5435,미적,2,2
5436,미주,3,3
5437,미주중앙일보,4,4
5438,미쳤,8,8
5439,미쳤다,2,2
5440,미치,4,4
5441,미친,5,5
5442,미쿠,2,2
5443,민규,6,6
5444,민기,2,2
5445,민니,9,10
5446,민박,6,6
5447,민원,3,3
5448,민주,4,4
5449,민지,3,3
5450,민폐,3,3
5451,민호,13,13
5452,민희진,2,2
5453,믿지,2,3
5454,밀라노,5,5
5455,밀레,2,2
5456,밀리언,6,7
5457,밀리언셀러,33,35
5458,밀알복지재단,3,3
5459,밀착,7,7
5460,밀착도,2,2
5461,밈이,2,2
5462,바나나맛우유,4,4
5463,바닐라코,6,6
5464,바라,2,2
5465,바란,2,2
5466,바람,11,11
5467,바로,3,3
5468,바로지금송,2,2
5469,바비,3,3
5470,바위게,4,4
5471,바이러스,2,2
5472,바이럴,6,6
5473,바이브,4,4
5474,바클레이스,2,2
5475,바타클랑,2,2
5476,바탕,5,5
5477,박서진,50,51
5478,박스,2,2
5479,박스스코어,2,2
5480,박스오피스,3,3
5481,박재범,54,54
5482,박정현,31,32
5483,박준형,4,5
5484,박지훈,6,6
5485,박진영,6,6
5486,박효신,17,17
5487,밖에서,2,2
5488,반경,2,2
5489,반발,3,3
5490,반복,5,5
5491,반복되,3,3
5492,반복적,3,3
5493,반스,3,3
5494,반영,3,3
5495,반영한,2,2
5496,반응,77,79
5497,반응함,2,2
5498,반입,2,2
5499,반전,3,3
5500,받고,6,6
5501,받는,13,13
5502,받아,2,2
5503,받았,83,85
5504,받았다,13,13
5505,받았던,2,2
5506,받았으,6,6
5507,받으,12,12
5508,받은,13,14
5509,받음,3,3
5510,발견,2,2
5511,발굴,2,2
5512,발급,2,2
5513,발라드,9,10
5514,발라드2,3,3
5515,발라드상,2,2
5516,발렌티노,2,2
5517,발매,271,289
5518,발매곡,13,13
5519,발매되,2,2
5520,발매되었으,2,2
5521,발매된,12,12
5522,발매된다,2,2
5523,발매마,2,2
5524,발매하,9,9
5525,발매한,40,40
5526,발매한다,5,5
5527,발매해,2,2
5528,발매했,4,4
5529,발매했는데,2,2
5530,발매했다,5,5
5531,발매했으,6,6
5532,발생,5,5
5533,발생한,3,3
5534,발언,14,15
5535,발자취,2,2
5536,발탁,199,200
5537,발탁돼,16,16
5538,발탁됐,2,2
5539,발탁됐다,4,4
5540,발탁됐으,4,4
5541,발탁되,21,21
5542,발탁되었,6,6
5543,발탁된,5,5
5544,발탁하,13,13
5545,발탁해,50,50
5546,발탁했다,12,12
5547,발탁했으,7,7
5548,발판,6,6
5549,발표,97,97
5550,발표곡,3,3
5551,발표됐으,4,4
5552,발표되었,2,2
5553,발표된,6,6
5554,발표하,4,4
5555,발표한,17,17
5556,발표함,2,2
5557,발표해,4,4
5558,발표했,5,5
5559,발표했다,10,10
5560,발표했으,5,5
5561,발휘,3,3
5562,발휘했다,2,2
5563,밝고,3,3
5564,밝은,4,4
5565,밝혀,7,7
5566,밝혔,79,79
5567,밝혔으,3,3
5568,밝히,10,10
5569,밝힌,10,10
5570,밝힘,30,30
5571,밤양갱,6,6
5572,밤에,5,5
5573,방문,41,42
5574,방문객,3,3
5575,방문한,3,3
5576,방문한다,3,3
5577,방문해,12,12
5578,방법,3,3
5579,방불케,2,2
5580,방송,95,101
5581,방송되,5,5
5582,방송된,42,42
5583,방송될,2,2
5584,방송분,3,3
5585,방송사,3,3
5586,방송인,4,4
5587,방시혁,3,3
5588,방식,8,8
5589,방영,31,31
5590,방영됐으,2,2
5591,방영되,4,4
5592,방영되었으,2,2
5593,방영된,16,16
5594,방영했으,2,2
5595,방일,4,4
5596,방찬,10,10
5597,방콕,64,72
5598,방탄소년단,16,16
5599,방향,2,2
5600,배경,13,13
5601,배급,3,3
5602,배너,2,2
5603,배려,2,2
5604,배반,2,2
5605,배분,2,2
5606,배우,52,55
5607,배우들,2,2
5608,배우로,6,6
5609,배운,2,2
5610,배이,2,2
5611,배출,4,4
5612,배치,6,6
5613,배틀,3,3
5614,배틀그라운드,2,2
5615,배틀트립,2,2
5616,배포,3,3
5617,백년,2,2
5618,백미,2,2
5619,백상예술대상,8,8
5620,백지영,27,30
5621,백지헌,2,2
5622,백현,6,6
5623,백혈병,2,2
5624,밴드,40,45
5625,밴드로,3,3
5626,밴쿠버,4,4
5627,뱀뱀,20,20
5628,버나드,2,2
5629,버논,9,9
5630,버니즈,2,2
5631,버디,5,5
5632,버라이어티,12,14
5633,버버리,4,4
5634,버스킹,6,6
5635,버전,18,19
5636,버추얼,2,2
5637,버튼,7,7
5638,벅스,8,8
5639,번도,3,3
5640,번역,2,2
5641,번째,90,92
5642,벌어들,2,2
5643,벌어들인,2,2
5644,벌어졌,6,6
5645,벌어질,2,2
5646,벌였,8,8
5647,벌이,4,4
5648,범국민,3,3
5649,범위,3,3
5650,법원,2,2
5651,법칙,4,4
5652,베르사체,5,5
5653,베를린,6,6
5654,베스트,25,26
5655,베스트셀러,4,4
5656,베스트앨범,2,3
5657,베이비,2,2
5658,베이비몬스터,21,21
5659,베이스,2,2
5660,베이징,7,8
5661,베트남,70,95
5662,베트남어,3,3
5663,벡스코,6,6
5664,벨루나,2,2
5665,변경,2,2
5666,변경하,2,2
5667,변신,8,8
5668,변신해,2,2
5669,변우석,2,2
5670,변함없,8,8
5671,변호사,2,2
5672,변화,3,3
5673,별개,3,3
5674,별도,52,52
5675,별명,6,7
5676,별에,3,3
5677,별이,6,6
5678,별칭,6,6
5679,별하랑,3,3
5680,병역,6,6
5681,병역면제,2,2
5682,병원,3,3
5683,병행,4,4
5684,병행하,3,3
5685,보고,7,7
5686,보고르,2,2
5687,보고서,2,2
5688,보내,5,5
5689,보낸,6,6
5690,보냈,2,2
5691,보냈다,2,2
5692,보는,4,4
5693,보니,2,2
5694,보다,6,6
5695,보도,842,842
5696,보도돼,2,2
5697,보도되,5,5
5698,보도되었,19,19
5699,보도될,4,4
5700,보도자료,5,5
5701,보도하,2,2
5702,보도한,6,6
5703,보도함,24,24
5704,보도해,21,21
5705,보도했으,6,6
5706,보령,2,2
5707,보령머드축제,3,3
5708,보보경심,7,8
5709,보스턴,2,2
5710,보아,33,34
5711,보여,2,2
5712,보여주,8,8
5713,보여주었,5,5
5714,보여준,68,68
5715,보여준다,3,3
5716,보여줌,22,22
5717,보여줬,33,33
5718,보여줬다,3,3
5719,보였,30,30
5720,보였다,8,8
5721,보였으,2,2
5722,보유,12,13
5723,보유자,2,2
5724,보유하,23,23
5725,보유한,3,3
5726,보유해,2,2
5727,보유했으,2,2
5728,보이,12,12
5729,보이그룹,26,26
5730,보이넥스트도어,2,2
5731,보이스,3,3
5732,보이즈플래닛,2,2
5733,보인,4,4
5734,보임,2,2
5735,보자,7,7
5736,보컬,21,22
5737,보탰,2,2
5738,보해양조,2,2
5739,보호,6,7
5740,보호소,2,2
5741,복구,12,12
5742,복귀,24,25
5743,복귀시켰,2,2
5744,복귀한다,2,2
5745,복귀해,5,5
5746,복귀했다,2,2
5747,복면가왕,28,29
5748,복무,5,5
5749,복수,4,4
5750,복합,2,2
5751,본격화,2,2
5752,본사,2,2
5753,본상,3,3
5754,본선,2,2
5755,본인,24,24
5756,볼론,3,3
5757,볼빨간사춘기,20,20
5758,봄날,2,2
5759,봄바람,3,3
5760,봄봄봄,3,3
5761,봄여름,2,2
5762,봄이,5,5
5763,봉구미,2,2
5764,봉사,6,7
5765,봉사활동,4,4
5766,봉화군,2,2
5767,부르,21,22
5768,부르면,2,2
5769,부른,14,14
5770,부를,4,4
5771,부모님,3,3
5772,부문,73,77
5773,부부,7,7
5774,부산,95,104
5775,부산관광공사,4,5
5776,부산광역시,5,5
5777,부산국제영화제,3,3
5778,부산대,4,5
5779,부산시,4,7
5780,부산에서,2,2
5781,부산원아시아페스티벌,7,7
5782,부산항,2,2
5783,부상,3,3
5784,부스,2,2
5785,부에노스아이레스,2,2
5786,부정적,4,4
5787,부제,3,3
5788,부족,2,2
5789,부진,2,2
5790,부천,3,3
5791,부천국제애니메이션페스티벌,6,6
5792,부천시,3,3
5793,부친,3,3
5794,부캐,3,3
5795,부탁해,9,9
5796,부합,2,2
5797,부합한다,2,2
5798,부활,4,5
5799,부흥,2,2
5800,북미,39,41
5801,북미투어,4,4
5802,북한,4,4
5803,분당,2,2
5804,분량,3,3
5805,분류,2,2
5806,분류상,3,3
5807,분석,34,34
5808,분석된,2,2
5809,분석한,3,3
5810,분석함,2,2
5811,분야,11,11
5812,분위기,16,16
5813,분쟁,7,7
5814,불가리,2,2
5815,불과,2,2
5816,불구하,6,6
5817,불꽃쇼,2,2
5818,불라칸,5,5
5819,불러,28,28
5820,불렀,17,17
5821,불렀으,4,4
5822,불렸,2,2
5823,불리,8,8
5824,불린,7,7
5825,불릴,9,9
5826,불만,2,2
5827,불매운동,2,2
5828,불시착,5,5
5829,불우이웃,2,2
5830,불황,2,2
5831,불후,22,22
5832,붉은,2,2
5833,붉은노,2,2
5834,뷰를,21,22
5835,뷰에,2,2
5836,뷰티,35,38
5837,뷰티풀,4,4
5838,브라운아이드소울,4,4
5839,브라운아이즈,8,9
5840,브라질,91,132
5841,브랜드,361,437
5842,브랜드고객충성도대상,2,2
5843,브랜드송,2,2
5844,브랜드와,3,3
5845,브랜드평판,35,36
5846,브랜드평판지수,3,3
5847,브로커,3,3
5848,브루클린,2,2
5849,브리즈,9,9
5850,브이로그,9,9
5851,블라인드,2,2
5852,블락비,2,2
5853,블랙,2,2
5854,블랙핑크,39,40
5855,블러썸,2,2
5856,블럭,16,16
5857,블로그,3,3
5858,블로쿠,2,2
5859,블루,3,3
5860,블루수칸,2,2
5861,블루스,5,5
5862,블루스퀘어,6,6
5863,블루카펫,2,2
5864,블링,2,2
5865,블링크,5,5
5866,비가,3,3
5867,비공식,3,3
5868,비긴어게인,7,7
5869,비누,3,6
5870,비디오,2,2
5871,비롯한,4,4
5872,비롯해,6,6
5873,비밀,5,5
5874,비밥바룰라,2,2
5875,비버,4,4
5876,비보,2,2
5877,비비,25,25
5878,비스테이지,6,6
5879,비스트,2,2
5880,비아이돌,6,6
5881,비연속,2,2
5882,비오,7,7
5883,비오레,2,2
5884,비욘드,2,2
5885,비욘드라이브,2,2
5886,비일본인,2,2
5887,비전,2,2
5888,비주얼,10,10
5889,비중,6,6
5890,비즈니스,2,2
5891,비타르,2,2
5892,비투비,8,8
5893,비트,2,2
5894,비판,5,5
5895,비하인드,17,17
5896,비화,4,4
5897,빅데이터,10,10
5898,빅마마,14,15
5899,빅뱅,42,42
5900,빅세일,2,2
5901,빅히트,3,3
5902,빈지노,2,2
5903,빌런,3,4
5904,빌리언스,2,2
5905,빌리프랩,3,3
5906,빌보드,178,209
5907,빌보드200,13,15
5908,빌보드재팬,9,9
5909,빙그레,10,13
5910,빚었,2,2
5911,빛나,8,8
5912,빠르게,14,14
5913,빠른,5,5
5914,빨간,2,2
5915,빼빼,2,2
5916,뺏기,2,2
5917,뺑소니,5,5
5918,뽕숭아학당,3,3
5919,뿅뿅,3,3
5920,뿌려진,2,2
5921,뿐인데,5,5
5922,사건,15,15
5923,사고,2,2
5924,사과,3,3
5925,사과했다,3,3
5926,사극,3,4
5927,사나,10,10
5928,사는,5,5
5929,사다리,2,2
5930,사람,14,15
5931,사람들,7,7
5932,사랑,45,47
5933,사랑만큼,2,2
5934,사랑받,5,5
5935,사랑방,2,2
5936,사랑실천,2,2
5937,사랑의열매,11,11
5938,사랑이야,6,7
5939,사랑하,12,12
5940,사랑하겠어,3,3
5941,사랑해,6,6
5942,사랑해요,2,2
5943,사례,88,89
5944,사례였,3,3
5945,사로잡,2,2
5946,사로잡았다,2,2
5947,사료,2,2
5948,사망,4,4
5949,사부,2,2
5950,사상,16,16
5951,사생팬들,2,2
5952,사생활,3,3
5953,사실,17,17
5954,사실상,3,3
5955,사업,14,14
5956,사연,10,10
5957,사용,10,10
5958,사용되,2,2
5959,사용되도록,3,3
5960,사용될,6,6
5961,사우디아라비아,3,3
5962,사운드,4,4
5963,사운드트랙,7,9
5964,사원,2,2
5965,사월,3,3
5966,사유,2,2
5967,사이,28,28
5968,사이에서,3,3
5969,사이타마,4,4
5970,사이트,24,24
5971,사인,4,4
5972,사전,11,11
5973,사전예매,2,2
5974,사전예약,11,14
5975,사정,2,2
5976,사직구장,2,2
5977,사직동,2,3
5978,사진,16,16
5979,사천시,3,3
5980,사쿠라,7,7
5981,사태,5,5
5982,사회,4,5
5983,사회공헌,9,9
5984,사회복지공동모금회,5,5
5985,사회복지시설,2,2
5986,사회적,15,15
5987,사흘간,5,5
5988,삭제,2,2
5989,산다,14,14
5990,산다라박,2,2
5991,산불,19,19
5992,산업,15,15
5993,산업군,2,2
5994,산업에서,2,2
5995,산업적,5,5
5996,산이,2,2
5997,산장,3,3
5998,산책,4,4
5999,산티아,3,3
6000,산하,12,13
6001,살롱드립,2,3
6002,살롱드립2,2,2
6003,살림하,5,5
6004,살아남기,2,2
6005,살아있,2,2
6006,삶은,2,2
6007,삼다수,3,3
6008,삼성,7,8
6009,삼성서울병원,2,2
6010,삼성전자,6,6
6011,삼성홀,2,2
6012,삼천포종합사회복지관,2,2
6013,삼천포초등학교,2,2
6014,삽입,4,4
6015,삽입곡,7,7
6016,상권,8,8
6017,상금,3,3
6018,상남자,5,5
6019,상담,2,2
6020,상담소,3,3
6021,상당,13,13
6022,상당한,5,5
6023,상대,4,4
6024,상반기,18,19
6025,상세,24,24
6026,상세히,6,6
6027,상속자들,4,4
6028,상승,9,9
6029,상승하,2,2
6030,상승한,2,2
6031,상승했,3,3
6032,상승했다,3,3
6033,상시,9,9
6034,상업,4,4
6035,상업광,4,4
6036,상업적,13,13
6037,상영,9,10
6038,상영관,4,4
6039,상영되,2,2
6040,상영된다,5,5
6041,상영한다,2,2
6042,상위,3,3
6043,상위권,12,13
6044,상을,5,5
6045,상장,3,3
6046,상징,5,5
6047,상징색,5,5
6048,상징색인,3,3
6049,상징적,6,6
6050,상징하,2,2
6051,상태,6,6
6052,상파울루,18,18
6053,상표권,3,3
6054,상품,13,16
6055,상호,2,2
6056,상황,9,9
6057,새끼,17,17
6058,새로,5,5
6059,새로운,44,44
6060,새롭게,3,3
6061,새해,2,2
6062,색상,6,6
6063,샌프란시스코,3,3
6064,샘터,2,2
6065,생각,2,2
6066,생겼,2,2
6067,생기,2,2
6068,생로랑,2,2
6069,생방송,4,4
6070,생애,5,5
6071,생일,38,39
6072,생일마,3,3
6073,생중계,13,14
6074,생중계된다,2,2
6075,생태계,3,3
6076,생필품,2,2
6077,생활,7,7
6078,샤넬,15,17
6079,샤이니,32,33
6080,샤키라,2,2
6081,서강대,4,4
6082,서게,2,2
6083,서구,6,6
6084,서구권,2,2
6085,서든어택,4,4
6086,서로,4,4
6087,서며,2,2
6088,서명,2,2
6089,서바이벌,21,21
6090,서버,4,4
6091,서브유닛,9,11
6092,서비스,19,19
6093,서사,5,5
6094,서술,3,4
6095,서스테이너블,2,2
6096,서울,249,261
6097,서울가요대상,9,9
6098,서울경제,2,2
6099,서울교통공사,2,2
6100,서울대공원,2,2
6101,서울대병원,2,2
6102,서울랜드,2,2
6103,서울뿐,3,3
6104,서울시,10,12
6105,서울시장,3,3
6106,서울시청,2,2
6107,서울아산병원,4,4
6108,서울어린이대공원,2,2
6109,서울역,2,2
6110,서울올림픽체조경기장,3,3
6111,서울우유,2,2
6112,서울월드컵경기장,3,3
6113,서울중앙지법,3,3
6114,서울지하철,3,3
6115,서울특별시,6,7
6116,서울패션위크,2,2
6117,서은광,3,3
6118,서클,10,10
6119,서클차트,13,13
6120,서포트,5,5
6121,서프라이즈,5,5
6122,서현,3,3
6123,석권,12,12
6124,석권하,2,2
6125,석권한,2,2
6126,석권함,2,2
6127,석권했다,2,2
6128,석이,8,8
6129,석촌호수,2,2
6130,선공개,4,4
6131,선공개곡,4,4
6132,선례,3,3
6133,선물,11,11
6134,선물해,2,2
6135,선미,3,3
6136,선발,3,3
6137,선배,4,4
6138,선보,18,18
6139,선보여,4,4
6140,선보였,43,43
6141,선보였다,8,8
6142,선보였으,7,7
6143,선보이,2,2
6144,선보이자,5,5
6145,선보인,8,8
6146,선사,10,10
6147,선언한,3,3
6148,선예매,42,42
6149,선예매만,9,9
6150,선정,59,59
6151,선정돼,7,7
6152,선정됐,2,2
6153,선정됐다,2,2
6154,선정됐으,2,2
6155,선정되,5,5
6156,선정하,4,4
6157,선정한,2,2
6158,선정해,7,7
6159,선정했다,4,4
6160,선정했으,2,2
6161,선주문,14,17
6162,선주문량,2,2
6163,선택,4,4
6164,선판매,2,2
6165,선포식,2,2
6166,선풍기,5,5
6167,선한,3,3
6168,선행,18,18
6169,설렁탕,2,2
6170,설립,5,5
6171,설립하,2,2
6172,설립한,4,4
6173,설립해,2,2
6174,설명,7,8
6175,설문,3,3
6176,설문조사,3,3
6177,설운,3,3
6178,설윤,3,7
6179,섬의,3,3
6180,섭외,12,15
6181,섰다,6,6
6182,섰으,2,2
6183,성공,20,21
6184,성공적,7,7
6185,성공한,2,2
6186,성과,20,21
6187,성금,14,16
6188,성남,8,8
6189,성남시,3,3
6190,성동구,3,3
6191,성료,7,7
6192,성료했으,2,2
6193,성사,3,3
6194,성사시켰,4,4
6195,성수,3,3
6196,성시경,46,52
6197,성신여대,2,2
6198,성원,2,2
6199,성인,2,2
6200,성장,14,14
6201,성장세,4,5
6202,성장하,2,2
6203,성장한,3,3
6204,성장해,4,4
6205,성장했,2,2
6206,성장했다,2,2
6207,성장했으,2,2
6208,성적,8,8
6209,성지순례,3,3
6210,성진,3,3
6211,성화,7,8
6212,성황,2,2
6213,성황리,14,14
6214,세계,69,69
6215,세계2,2,2
6216,세계기록,8,8
6217,세계여행,2,2
6218,세계유산위원회,5,6
6219,세계적,6,6
6220,세관,3,3
6221,세나얀,2,2
6222,세대,28,29
6223,세대별,3,3
6224,세럼,2,2
6225,세부,4,4
6226,세브란스,2,2
6227,세브란스병원,3,3
6228,세븐틴,31,35
6229,세상,13,13
6230,세우,3,3
6231,세운,6,6
6232,세움,2,2
6233,세워,2,2
6234,세웠,106,106
6235,세웠다,13,13
6236,세웠으,8,8
6237,세이부,2,2
6238,세일즈,9,10
6239,세자,2,2
6240,세종문화회관,8,8
6241,세트,5,5
6242,세트리스트,4,4
6243,세훈,4,4
6244,섹션,3,3
6245,섹시,2,2
6246,센치너,3,3
6247,센터,3,3
6248,셀러브리티,5,5
6249,셀린느,6,6
