col,word,df,tf
6938,별이,8,8
6939,별칭,7,7
6940,별하랑,4,4
6941,병역,8,8
6942,병역면제,2,2
6943,병원,5,5
6944,병행,4,4
6945,병행하,3,3
6946,보고,9,9
6947,보고르,2,2
6948,보고서,2,2
6949,보그,3,3
6950,보기,3,3
6951,보내,9,9
6952,보낸,7,7
6953,보냈,4,4
6954,보냈다,2,2
6955,보는,5,5
6956,보니,4,4
6957,보다,6,6
6958,보도,1367,1369
6959,보도돼,2,2
6960,보도되,8,8
6961,보도되었,22,22
6962,보도된,4,4
6963,보도될,3,3
6964,보도자료,10,10
6965,보도한,17,17
6966,보도함,39,39
6967,보도해,25,25
6968,보도했으,13,13
6969,보령,2,2
6970,보령머드축제,2,2
6971,보미,4,4
6972,보바스병원,3,3
6973,보보경심,8,9
6974,보수,3,3
6975,보스,3,4
6976,보스턴,4,4
6977,보아,45,47
6978,보여,4,4
6979,보여온,2,2
6980,보여주,10,10
6981,보여주었,5,5
6982,보여주었다,2,2
6983,보여준,81,81
6984,보여준다,5,5
6985,보여줌,23,23
6986,보여줬,40,40
6987,보여줬다,3,3
6988,보였,42,42
6989,보였다,16,16
6990,보였으,2,2
6991,보유,15,16
6992,보유자,2,2
6993,보유하,26,26
6994,보유한,3,3
6995,보유해,2,2
6996,보유했으,2,2
6997,보이,15,15
6998,보이그룹,32,32
6999,보이넥스트도어,3,3
7000,보이밴드,4,4
7001,보이스,5,5
7002,보이자,2,2
7003,보이콧,2,2
7004,보이후드,2,2
7005,보인,5,5
7006,보임,2,2
7007,보자,9,9
7008,보컬,35,36
7009,보탰,2,2
7010,보테,2,2
7011,보통,2,2
7012,보해양조,2,2
7013,보호,7,8
7014,보호소,3,3
7015,복구,22,22
7016,복귀,34,35
7017,복귀시켰,2,2
7018,복귀였,2,2
7019,복귀작,2,2
7020,복귀한,2,2
7021,복귀한다,4,4
7022,복귀해,11,11
7023,복귀했다,4,4
7024,복면가왕,31,32
7025,복무,18,18
7026,복무한,2,2
7027,복수,3,3
7028,복합,3,3
7029,본격,3,3
7030,본격적,2,2
7031,본격적인,2,2
7032,본격화,2,2
7033,본명,14,14
7034,본문,23,23
7035,본문임,4,4
7036,본밍싱,2,2
7037,본사,3,3
7038,본상,17,17
7039,본선,2,2
7040,본인,30,30
7041,볼론,3,3
7042,볼빨간사춘기,44,44
7043,봄날,2,2
7044,봄바람,3,3
7045,봄봄봄,3,3
7046,봄여름,4,4
7047,봄이,6,6
7048,봄처럼,2,2
7049,봉구미,2,2
7050,봉사,9,10
7051,봉사활동,8,8
7052,봉주르꼬레,2,2
7053,봉화군,2,2
7054,부담,3,3
7055,부담감,4,4
7056,부르,39,40
7057,부르면,2,2
7058,부른,35,35
7059,부를,8,8
7060,부리람,3,4
7061,부모,3,3
7062,부모님,7,7
7063,부문,106,117
7064,부문상,5,5
7065,부부,8,8
7066,부분,2,2
7067,부산,115,124
7068,부산관광공사,4,5
7069,부산광역시,5,5
7070,부산국제영화제,3,3
7071,부산대,4,5
7072,부산시,4,7
7073,부산에서,2,2
7074,부산원아시아페스티벌,9,9
7075,부산항,2,2
7076,부상,7,7
7077,부쉐론,2,3
7078,부스,2,2
7079,부에노스아이레스,7,7
7080,부여,2,2
7081,부인,3,3
7082,부일이동통신,2,2
7083,부작용,2,2
7084,부정,2,2
7085,부정적,4,4
7086,부제,3,3
7087,부족,5,5
7088,부진,2,2
7089,부천,3,3
7090,부천국제애니메이션페스티벌,6,6
7091,부천시,3,3
7092,부친,4,4
7093,부캐,4,5
7094,부탁해,12,12
7095,부터,9,9
7096,부합,3,3
7097,부합한다,5,5
7098,부활,7,8
7099,부흥,4,4
7100,북미,46,48
7101,북미투어,4,4
7102,북한,5,5
7103,분다,2,2
7104,분당,2,2
7105,분량,5,5
7106,분류,2,2
7107,분류상,3,3
7108,분류해,2,2
7109,분석,47,48
7110,분석된,2,2
7111,분석한,6,6
7112,분석함,2,2
7113,분야,11,11
7114,분양,3,3
7115,분위기,26,26
7116,분장해,2,2
7117,분쟁,12,12
7118,불가,4,4
7119,불가능,2,2
7120,불가리,3,3
7121,불거지,2,2
7122,불거지자,3,3
7123,불과,3,3
7124,불구하,8,8
7125,불꽃놀,2,2
7126,불꽃쇼,2,2
7127,불라칸,5,5
7128,불러,32,32
7129,불렀,22,22
7130,불렀다,4,4
7131,불렀으,5,5
7132,불렸,3,3
7133,불리,10,10
7134,불린,8,8
7135,불릴,9,9
7136,불만,7,7
7137,불매운동,2,2
7138,불면,2,2
7139,불법,4,4
7140,불시착,6,6
7141,불안,4,4
7142,불우이웃,2,2
7143,불응해,3,3
7144,불참,5,5
7145,불참하,2,2
7146,불참한,2,2
7147,불황,3,3
7148,불후,31,31
7149,붉은,3,3
7150,붉은노,2,2
7151,붐을,3,3
7152,뷔가,5,5
7153,뷰를,23,24
7154,뷰에,2,2
7155,뷰티,50,56
7156,뷰티풀,4,4
7157,브라운,2,2
7158,브라운아이드소울,19,19
7159,브라운아이즈,26,27
7160,브라질,104,145
7161,브랜드,531,662
7162,브랜드고객충성도대상,2,2
7163,브랜드명,3,3
7164,브랜드송,3,3
7165,브랜드와,4,4
7166,브랜드평판,41,42
7167,브랜드평판지수,8,8
7168,브랜딩,2,2
7169,브로커,4,4
7170,브루노,3,3
7171,브루클린,2,2
7172,브리즈,12,13
7173,브이로그,10,10
7174,블라인드,2,2
7175,블락비,2,2
7176,블랙,5,5
7177,블랙박스,2,2
7178,블랙야크,2,2
7179,블랙핑크,73,74
7180,블러썸,2,2
7181,블럭,18,18
7182,블로거,3,3
7183,블로그,32,32
7184,블로그라바나나,3,3
7185,블로쿠,2,2
7186,블록베리크리에이티브,2,2
7187,블루,5,5
7188,블루수칸,2,2
7189,블루스,7,7
7190,블루스퀘어,12,12
7191,블루카펫,2,2
7192,블리자드,4,4
7193,블링,2,2
7194,블링크,7,7
7195,비가,3,3
7196,비결,2,2
7197,비공식,5,5
7198,비교,3,3
7199,비긴어게인,7,7
7200,비누,4,7
7201,비디오,4,4
7202,비디오스타,2,2
7203,비롯한,9,9
7204,비롯해,10,10
7205,비리비리,2,2
7206,비밀,5,5
7207,비밥바룰라,2,2
7208,비버,4,4
7209,비보,2,2
7210,비비,41,42
7211,비빔밥,3,3
7212,비상금,2,2
7213,비스테이지,8,8
7214,비스트,2,2
7215,비슷한,2,2
7216,비씨카드,2,2
7217,비아,2,2
7218,비아이돌,6,6
7219,비연속,3,3
7220,비오레,2,2
7221,비와,3,3
7222,비욘드,3,3
7223,비욘드라이브,2,2
7224,비용,3,3
7225,비율,2,2
7226,비일본인,2,2
7227,비자,2,2
7228,비전,2,2
7229,비정상회담,2,2
7230,비주얼,17,18
7231,비중,6,6
7232,비즈니스,2,2
7233,비타르,2,2
7234,비투비,18,18
7235,비트,2,2
7236,비판,10,10
7237,비판한,2,2
7238,비하인드,22,22
7239,비화,5,5
7240,빅데이터,11,11
7241,빅마마,35,36
7242,빅뱅,64,64
7243,빅세일,3,3
7244,빅히트,3,3
7245,빈지노,72,78
7246,빈티지,6,6
7247,빌더스,2,2
7248,빌런,3,4
7249,빌리빌리,4,4
7250,빌리언스,2,2
7251,빌리프랩,5,5
7252,빌보드,199,233
7253,빌보드200,14,16
7254,빌보드재팬,14,14
7255,빙그레,12,15
7256,빚었,2,2
7257,빛나,12,12
7258,빠르게,16,16
7259,빠른,7,7
7260,빨간,2,2
7261,빼빼,3,3
7262,뺏기,2,2
7263,뺑소니,7,7
7264,뽑는,3,3
7265,뽑혔,2,2
7266,뽕숭아학당,4,4
7267,뿅뿅,3,3
7268,뿌려진,2,2
7269,뿐인데,5,5
7270,사건,31,33
7271,사고,4,5
7272,사과,10,10
7273,사과하,2,2
7274,사과한,3,3
7275,사과했다,3,3
7276,사극,5,6
7277,사기,2,2
7278,사나,18,19
7279,사는,7,7
7280,사다리,2,2
7281,사단법인,3,3
7282,사라졌,2,2
7283,사람,34,35
7284,사람들,9,9
7285,사랑,64,66
7286,사랑노래,2,2
7287,사랑만큼,2,2
7288,사랑받,5,5
7289,사랑방,4,4
7290,사랑실천,2,2
7291,사랑의열매,22,22
7292,사랑이야,7,8
7293,사랑하,16,16
7294,사랑하겠어,3,3
7295,사랑합니,2,2
7296,사랑해,7,7
7297,사랑해요,3,3
7298,사례,102,103
7299,사례였,3,3
7300,사로잡,2,2
7301,사로잡았다,3,3
7302,사료,3,3
7303,사망,7,7
7304,사무소,3,3
7305,사부,2,2
7306,사상,17,17
7307,사생팬들,2,2
7308,사생활,4,4
7309,사실,50,52
7310,사실상,5,5
7311,사안,3,3
7312,사업,19,20
7313,사연,15,15
7314,사옥,3,4
7315,사용,17,17
7316,사용되,2,2
7317,사용되도록,4,4
7318,사용되었,2,2
7319,사용될,7,7
7320,사우디아라비아,3,3
7321,사운드,12,12
7322,사운드체크,2,2
7323,사운드트랙,11,13
7324,사원,3,3
7325,사월,3,3
7326,사유,4,4
7327,사이,51,51
7328,사이먼,2,2
7329,사이에서,3,3
7330,사이타마,7,7
7331,사이타마현,2,2
7332,사이트,68,69
7333,사인,8,9
7334,사전,16,16
7335,사전예매,2,2
7336,사전예약,11,14
7337,사전판매,2,2
7338,사정,3,3
7339,사직구장,2,2
7340,사직동,2,3
7341,사진,24,25
7342,사진작,3,3
7343,사진전,2,2
7344,사천시,5,5
7345,사쿠라,14,14
7346,사탕,2,3
7347,사태,7,7
7348,사하라,3,3
7349,사회,6,7
7350,사회공헌,10,10
7351,사회복지공동모금회,10,10
7352,사회복지시설,3,3
7353,사회자,2,2
7354,사회적,15,15
7355,사흘,2,2
7356,사흘간,6,6
7357,삭제,2,2
7358,산골,2,2
7359,산다,15,15
7360,산다라박,4,4
7361,산불,35,37
7362,산업,15,15
7363,산업군,2,2
7364,산업에서,2,2
7365,산업적,5,5
7366,산이,2,2
7367,산장,3,3
7368,산책,11,11
7369,산트,2,2
7370,산티아,12,12
7371,산하,27,28
7372,살다,2,3
7373,살롱드립2,3,3
7374,살린,2,2
7375,살림하,9,9
7376,살아남기,2,2
7377,살아있,3,3
7378,삶은,4,4
7379,삼다수,3,3
7380,삼성,10,11
7381,삼성서울병원,5,5
7382,삼성전자,15,15
7383,삼성홀,4,4
7384,삼아,2,2
7385,삼천포대교공원,2,2
7386,삼천포종합사회복지관,2,2
7387,삼천포초등학교,2,2
7388,삽입,4,4
7389,삽입곡,13,13
7390,삽입되,2,2
7391,삽입된,2,2
7392,상고,2,2
7393,상권,10,10
7394,상금,5,5
7395,상남자,6,6
7396,상담,3,3
7397,상담소,3,3
7398,상당,20,20
7399,상당한,5,5
7400,상대,10,10
7401,상대적,2,2
7402,상반기,21,22
7403,상상,2,2
7404,상세,36,36
7405,상세히,16,16
7406,상속자들,4,4
7407,상승,11,11
7408,상승하,2,2
7409,상승한,5,5
7410,상승해,3,3
7411,상승했,3,3
7412,상승했다,3,3
7413,상시,11,12
7414,상업,5,5
7415,상업광,5,5
7416,상업적,15,15
7417,상영,10,11
7418,상영관,6,6
7419,상영되,3,3
7420,상영된다,5,5
7421,상영한다,2,2
7422,상위,5,5
7423,상위권,15,16
7424,상을,12,12
7425,상인,2,2
7426,상장,3,3
7427,상징,6,6
7428,상징색,5,5
7429,상징색인,4,4
7430,상징적,7,7
7431,상징하,6,6
7432,상징한다,2,2
7433,상처,2,2
7434,상큼한,2,2
7435,상태,11,11
7436,상파울루,24,24
7437,상표권,3,3
7438,상품,19,23
7439,상하,3,3
7440,상하이,2,2
7441,상호,2,2
7442,상황,16,16
7443,상황에서,2,2
7444,새긴,2,2
7445,새끼,18,18
7446,새로,9,9
7447,새로운,64,64
7448,새롭게,6,6
7449,새마을금,2,2
7450,새벽,2,2
7451,새침떼기,2,2
7452,새해,2,2
7453,새해맞,2,2
7454,색깔,2,2
7455,색상,10,10
7456,색인되,2,2
7457,샌드위치,2,3
7458,샌프란시스코,4,4
7459,샘터,2,2
7460,샘플링,2,2
7461,생각,5,5
7462,생겼,2,2
7463,생계,2,2
7464,생기,2,2
7465,생년월일,2,2
7466,생로랑,4,4
7467,생방송,6,6
7468,생산량,2,2
7469,생애,7,7
7470,생일,70,73
7471,생일마,3,3
7472,생일파티,2,2
7473,생중계,14,15
7474,생중계된다,2,2
7475,생태계,3,3
7476,생필품,2,2
7477,생활,10,10
7478,생활용품,2,2
7479,샤넬,22,24
7480,샤오쥔,3,6
7481,샤우팅,2,2
7482,샤월,2,2
7483,샤이니,44,45
7484,샤키라,2,2
7485,샴푸,2,2
7486,샹스,2,4
7487,샹치,2,2
7488,서강대,4,4
7489,서고,2,2
7490,서구,7,7
7491,서구권,2,2
7492,서는,2,2
7493,서동욱,3,3
7494,서든어택,18,20
7495,서로,9,9
7496,서머,4,4
7497,서머소닉,2,2
7498,서며,2,2
7499,서면,2,2
7500,서명,2,2
7501,서명호,2,2
7502,서밋,2,2
7503,서바이벌,25,25
7504,서버,7,7
7505,서브유닛,11,13
7506,서비스,45,46
7507,서사,7,7
7508,서술,6,7
7509,서술함,3,3
7510,서스테이너블,4,4
7511,서울,364,380
7512,서울가요대상,21,21
7513,서울경제,2,2
7514,서울교통공사,2,2
7515,서울국제드라마어워즈,2,2
7516,서울대,3,3
7517,서울대공원,2,2
7518,서울대병원,2,2
7519,서울드라마어워즈,2,2
7520,서울랜드,2,2
7521,서울뿐,3,3
7522,서울숲,4,4
7523,서울시,11,13
7524,서울시장,3,3
7525,서울시청,2,2
7526,서울아산병원,7,7
7527,서울어린이대공원,2,2
7528,서울역,2,2
7529,서울올림픽,3,3
7530,서울올림픽주경기장,4,4
7531,서울올림픽체조경기장,3,3
7532,서울우유,2,2
7533,서울월드컵경기장,6,6
7534,서울중앙지법,6,6
7535,서울지하철,3,3
7536,서울특별시,6,7
7537,서울패션위크,3,3
7538,서은광,4,4
7539,서인국,2,2
7540,서클,10,10
7541,서클차트,14,14
7542,서포트,7,7
7543,서프라이즈,5,5
7544,서현,6,6
7545,석권,15,15
7546,석권하,2,2
7547,석권한,2,2
7548,석권했다,2,2
7549,석씩,2,2
7550,석을,2,2
7551,석이,9,9
7552,석촌호수,3,3
7553,섞인,2,2
7554,선공개,5,5
7555,선공개곡,9,9
7556,선구자,2,2
7557,선구적,2,2
7558,선글라스,2,2
7559,선례,3,3
7560,선물,17,18
7561,선물하,3,3
7562,선물해,2,2
7563,선물했다,2,2
7564,선미,3,3
7565,선발,3,3
7566,선배,8,8
7567,선보,26,26
7568,선보여,6,6
7569,선보였,66,66
7570,선보였다,17,17
7571,선보였으,9,9
7572,선보이,5,5
7573,선보이자,5,5
7574,선보인,11,11
7575,선보일,3,3
7576,선사,10,10
7577,선생님,2,2
7578,선수,3,3
7579,선언한,4,4
7580,선예매,53,53
7581,선예매만,10,10
7582,선예매에서,2,2
7583,선우정아,3,3
7584,선을,2,2
7585,선재,2,2
7586,선전,2,2
7587,선정,73,73
7588,선정돼,8,8
7589,선정됐,2,2
7590,선정됐다,2,2
7591,선정됐으,3,3
7592,선정되,7,7
7593,선정된,3,3
7594,선정성,3,3
7595,선정하,6,6
7596,선정한,4,4
7597,선정해,8,8
7598,선정했다,4,4
7599,선정했으,2,2
7600,선주문,14,17
7601,선주문량,2,2
7602,선택,7,7
7603,선판매,2,2
7604,선포식,3,3
7605,선풍기,7,7
7606,선플라자홀,2,2
7607,선한,3,3
7608,선행,24,25
7609,선행예매,2,2
7610,선호,2,2
7611,설날,2,2
7612,설렁탕,2,2
7613,설립,7,7
7614,설립된,2,2
7615,설립하,2,2
7616,설립한,11,11
7617,설립해,3,3
7618,설립했다,2,2
7619,설명,16,17
7620,설명했다,3,3
7621,설문,5,5
7622,설문조사,5,5
7623,설운,4,4
7624,설윤,5,9
7625,설정,3,3
7626,설치,2,2
7627,설치하,2,2
7628,섬마,2,2
7629,섬의,3,3
7630,섭외,17,21
7631,섰다,10,10
7632,섰으,3,3
7633,성격,6,6
7634,성공,30,32
7635,성공적,11,11
7636,성공한,7,7
7637,성공했다,2,2
7638,성과,27,28
7639,성균관대,2,2
7640,성금,23,25
7641,성남,12,12
7642,성남시,3,3
7643,성남아트센터,2,2
7644,성대,2,2
7645,성동구,5,5
7646,성료,7,7
7647,성료했으,2,2
7648,성명,2,2
7649,성별,2,2
7650,성사,3,3
7651,성사됐다,2,2
7652,성사된,2,2
7653,성사시켰,5,5
7654,성수,3,3
7655,성숙한,3,3
7656,성시경,57,64
7657,성신여대,2,2
7658,성원,4,4
7659,성의,2,2
7660,성인,4,4
7661,성장,16,16
7662,성장세,4,5
7663,성장하,2,2
7664,성장한,4,4
7665,성장해,5,5
7666,성장했,2,2
7667,성장했다,2,2
7668,성장했으,3,3
7669,성적,10,10
7670,성지순례,3,3
7671,성진,7,7
7672,성찬,3,3
7673,성화,8,9
7674,성황,3,3
7675,성황리,17,17
7676,성훈,2,2
7677,세계,91,91
7678,세계2,2,2
7679,세계관,2,2
7680,세계기록,9,9
7681,세계여행,2,2
7682,세계유산위원회,5,6
7683,세계일보,2,2
7684,세계적,8,8
7685,세관,3,3
7686,세금,3,3
7687,세끼,2,2
7688,세나얀,2,2
7689,세대,40,43
7690,세대별,3,3
7691,세대차이,2,2
7692,세럼,3,3
7693,세련된,5,5
7694,세부,5,5
7695,세분화된,2,2
7696,세브란스,2,2
7697,세브란스병원,4,4
7698,세븐일레븐,5,5
7699,세븐틴,47,52
7700,세상,19,19
7701,세션,9,9
7702,세우,4,4
7703,세운,8,8
7704,세움,2,2
7705,세워,2,2
7706,세월호,2,2
7707,세웠,119,119
7708,세웠다,15,15
7709,세웠으,9,9
7710,세이부,2,2
7711,세이브더칠드런,4,4
7712,세일즈,14,16
7713,세자,2,2
7714,세제,2,2
7715,세종문화회관,17,19
7716,세트,6,6
7717,세트리스트,10,10
7718,세훈,6,7
7719,섹션,4,4
7720,섹시,2,2
7721,센세이션,2,2
7722,센치너,4,4
7723,센터,8,8
7724,셀러브리티,6,6
7725,셀린느,9,11
7726,셋리스트,2,2
7727,셔누,4,4
7728,셔츠,2,2
7729,션과,2,2
7730,셰프,6,7
7731,소감,57,57
7732,소개,235,244
7733,소개되,10,10
7734,소개되었,5,5
7735,소개된,4,4
7736,소개하,44,44
7737,소개한,3,3
7738,소개함,23,23
7739,소개했,3,3
7740,소개했다,3,3
7741,소개했으,4,4
7742,소규모,5,5
7743,소극장,7,7
7744,소나기,2,2
7745,소녀,18,21
7746,소녀시대,94,99
7747,소년,10,10
7748,소니,7,7
7749,소닉시티,2,2
7750,소동,2,2
7751,소록도,2,2
7752,소름,5,5
7753,소리,11,11
7754,소리길,3,3
7755,소리바,4,4
7756,소망교도소,2,2
7757,소문,2,2
7758,소방관,4,4
7759,소비,29,29
7760,소비되,3,3
7761,소비력,6,6
7762,소비자,13,13
7763,소비자들,2,2
7764,소비자보호기구,2,2
7765,소비재,7,7
7766,소셜,6,6
7767,소셜러스,2,2
7768,소셜미디어,9,9
7769,소속,53,54
7770,소속된,4,4
7771,소속사,144,152
7772,소송,10,10
7773,소스뮤직,2,2
7774,소식,273,276
7775,소아암,10,11
7776,소아청소년,2,2
7777,소연,2,2
7778,소외계층,4,4
7779,소울,11,12
7780,소울트리,7,7
7781,소원,9,9
7782,소유,6,6
7783,소장품,2,2
7784,소장한,3,3
7785,소재,15,15
7786,소주,14,18
7787,소중한,3,3
7788,소중히,2,2
7789,소코도모,2,2
7790,소통,40,40
7791,소통하,11,11
7792,소통했다,2,2
7793,소품집,2,2
7794,소화,9,9
7795,소화하,3,3
7796,소회,4,4
7797,소후,2,2
7798,소희,2,2
7799,속내,2,2
7800,속도,6,6
7801,속삭,3,3
7802,속았수,2,2
7803,속어,2,2
7804,속에,11,11
7805,속에서,8,8
7806,속옷,4,4
7807,속초,11,11
7808,속한,5,5
7809,손나은,5,6
7810,손석구,2,2
7811,손수건,2,2
7812,손을,2,2
7813,손이,2,2
7814,손잡,8,8
7815,손태진,2,2
7816,손편지,5,5
7817,손해배상,5,5
7818,손호영,5,5
7819,손흥민,4,4
7820,솔드아웃,3,3
7821,솔라,8,9
7822,솔로,153,170
7823,솔로곡,19,19
7824,솔로몬저축은행,3,3
7825,솔로앨범,2,2
7826,솔로투어,2,2
7827,솔루션,2,2
7828,솔직한,3,3
7829,송가인,65,70
7830,송도컨벤시아,3,3
7831,송라이터,2,2
7832,송민호,2,2
7833,송즈,2,2
7834,송지오,2,2
7835,송출되,2,2
7836,송출되었,2,2
7837,송파구,3,3
7838,송하영,2,2
7839,송혜교,2,2
7840,쇄도해,2,2
7841,쇼미더머니,6,6
7842,쇼미더머니11,4,4
7843,쇼미더머니12,3,3
7844,쇼미더머니6,2,2
7845,쇼음악중심,4,4
7846,쇼챔피언,8,10
7847,쇼케이스,16,17
7848,쇼타,9,11
7849,쇼타로,9,9
7850,쇼파드,2,2
7851,쇼파르뮤직,2,2
7852,쇼피,8,8
7853,쇼핑,9,10
7854,쇼핑몰,5,5
7855,숏드라마,2,3
7856,숏폼,11,12
7857,수가,15,15
7858,수감,3,3
7859,수년,4,4
7860,수년간,2,2
7861,수는,6,6
7862,수도,2,2
7863,수도권,4,4
7864,수량,3,3
7865,수록,11,11
7866,수록곡,35,35
7867,수록된,6,6
7868,수록했으,3,3
7869,수립,2,2
7870,수만,5,5
7871,수목,2,2
7872,수목금,2,2
7873,수목드라마,2,2
7874,수민,2,3
7875,수밖,2,2
7876,수백,4,4
7877,수사,2,2
7878,수상,196,203
7879,수상이었,2,2
7880,수상자,4,4
7881,수상한,5,5
7882,수상해,7,7
7883,수상했,10,10
7884,수상했다,12,12
7885,수상했으,12,12
7886,수술,2,2
7887,수술비,4,4
7888,수식어,2,2
7889,수십,6,6
7890,수십억,4,4
7891,수여,4,4
7892,수여받았,2,2
7893,수영,9,9
7894,수영복,2,2
7895,수요,52,52
7896,수요일,2,2
7897,수원,11,11
7898,수원시,3,3
7899,수익,44,48
7900,수익금,21,21
7901,수익만,2,2
7902,수입,7,8
7903,수준,13,13
7904,수천,4,4
7905,수출,4,4
7906,수치,7,7
7907,수프라,2,2
7908,수해,11,11
7909,수행,2,2
7910,수현,2,2
7911,수호,12,14
7912,수훈,2,2
7913,숙박,6,6
7914,숙박업소,2,2
7915,숙소,5,5
7916,숙취해소제,5,5
7917,순간,32,32
7918,순간들,3,3
7919,순서,2,2
7920,순수,3,3
7921,순식간,9,9
7922,순심이,2,2
7923,순위,65,66
7924,순위권,2,2
7925,순위인,2,2
7926,순차,7,7
7927,순차적,3,3
7928,순천,2,2
7929,순항,2,2
7930,순회,25,25
7931,순회공연,7,7
7932,순회하,12,12
7933,순회한다,2,2
7934,술을,2,2
7935,숨피,3,4
7936,숭실대,4,4
7937,숲속,2,2
7938,쉐보레,3,3
7939,쉬는,2,2
7940,쉽게,2,2
7941,슈가,10,10
7942,슈가맨,4,4
7943,슈올즈,6,8
7944,슈주,2,2
7945,슈즈,2,2
7946,슈트,2,2
7947,슈퍼,6,6
7948,슈퍼드라,2,2
7949,슈퍼맨,5,5
7950,슈퍼스타k,6,6
7951,슈퍼스타k2,3,3
7952,슈퍼스타k4,4,4
7953,슈퍼주니어,60,68
7954,슈퍼콘,2,3
7955,슈퍼토픽,9,9
7956,슈퍼팬,2,2
7957,슈프림팀,2,2
7958,슈화,15,19
7959,스나얀,3,3
7960,스낵,3,4
7961,스니커즈,3,3
7962,스레드,3,4
7963,스마일게이트,4,4
7964,스마트tv,2,2
7965,스마트폰,14,14
7966,스무,2,2
7967,스물,2,2
7968,스스,5,5
7969,스스로,4,4
7970,스승,3,3
7971,스웨덴,3,3
7972,스위스,6,6
7973,스위프트,3,3
7974,스윗,2,2
7975,스윙엔터테인먼트,3,3
7976,스캔들,5,5
7977,스케일,2,2
7978,스케줄,20,20
7979,스케치북,16,16
7980,스코샤뱅크,2,2
7981,스코틀랜드,2,2
7982,스퀘어,4,4
7983,스크린,10,10
7984,스크린x,3,3
7985,스키니,2,2
7986,스킨케어,20,20
7987,스타,41,42
7988,스타뉴스,33,33
7989,스타덤,2,2
7990,스타드,2,2
7991,스타들,5,5
7992,스타디움,57,64
7993,스타랭킹,4,4
7994,스타상,3,3
7995,스타쉽,2,3
7996,스타일,14,14
7997,스타일리시한,2,2
7998,스타일링,7,7
7999,스타킹,5,5
8000,스타트롯,2,2
8001,스타트업,7,7
8002,스태프,4,5
8003,스탠다드프렌즈,3,3
8004,스탠딩,6,6
8005,스테,3,3
8006,스테디셀러,2,2
8007,스테레오,2,2
8008,스테이션,4,6
8009,스테이씨,8,8
8010,스테이지,9,10
8011,스테파니,5,6
8012,스텔라,2,2
8013,스토리,14,14
8014,스토어,4,4
8015,스톤에이지,2,2
8016,스튜디오,15,17
8017,스트레,22,22
8018,스트레스,2,2
8019,스트레이키즈,14,14
8020,스트리머,2,2
8021,스트리밍,102,118
8022,스트리밍곡,2,2
8023,스트리밍된,2,2
8024,스트리트,6,6
8025,스트림,6,7
8026,스트릿,3,5
8027,스트링,2,2
8028,스페셜,34,36
8029,스페이스,3,3
8030,스페인,48,51
8031,스페인어,16,17
8032,스페인어권,15,15
8033,스페인어판,2,2
8034,스포르티브,2,2
8035,스포츠,22,22
8036,스포츠경향,27,27
8037,스포츠서울,4,4
8038,스포츠서울일본판,3,3
8039,스포츠월드,2,2
8040,스포츠웨어,3,3
8041,스포츠음료,3,3
8042,스포티파,31,32
8043,스포티파이,7,7
8044,스폰,3,3
8045,스프라이트,6,6
8046,스프렉사코리아,3,3
8047,스피릿,3,3
8048,스픽,3,3
8049,스핀오프,5,5
8050,스필오버,2,2
8051,슬기,9,9
8052,슬럼프,5,5
8053,슬로건,10,10
8054,슬리핑,2,2
8055,슬픈,2,2
8056,습관,2,2
8057,습작,2,2
8058,승관,11,11
8059,승관과,2,2
8060,승리,4,4
8061,승민,3,5
8062,승소,2,2
8063,승일희망재단,2,2
8064,승한,3,3
8065,승희,6,6
8066,시간,38,39
8067,시간대,4,5
8068,시간이었,2,2
8069,시게루,2,2
8070,시계,2,4
8071,시골,3,3
8072,시구,3,3
8073,시구자,3,3
8074,시국,2,2
8075,시그니처,4,4
8076,시기,16,16
8077,시나,3,3
8078,시나닷컴,6,6
8079,시너지,6,6
8080,시네마,6,6
8081,시니어,2,2
8082,시대,4,4
8083,시대극,2,2
8084,시도,7,7
8085,시드니,28,30
8086,시리아,5,5
8087,시리즈,75,77
8088,시마,2,2
8089,시미,2,2
8090,시민,5,5
8091,시부야,9,9
8092,시사,10,10
8093,시사저널,6,6
8094,시상식,56,59
8095,시선,2,2
8096,시설,2,2
8097,시세이,4,4
8098,시스템,8,9
8099,시아라,2,2
8100,시애틀,9,9
8101,시야,2,2
8102,시야제한석,8,8
8103,시어터,7,7
8104,시연,7,7
8105,시우민,9,10
8106,시원,3,4
8107,시은,4,6
8108,시작,123,125
8109,시작되자,3,3
8110,시작된,10,10
8111,시작된다,3,3
8112,시작하,6,6
8113,시작한,3,3
8114,시작한다,3,3
8115,시작해,10,10
8116,시작했,3,3
8117,시작했는데,2,2
8118,시작했다,5,5
8119,시작했으,6,6
8120,시장,107,110
8121,시장에서,16,16
8122,시장으로,4,4
8123,시장점유율,3,3
8124,시절,26,27
8125,시절인,2,2
8126,시점,32,32
8127,시중은행,2,2
8128,시즈니,2,2
8129,시즌,50,51
8130,시즌1,12,12
8131,시즌2,34,35
8132,시즌3,9,9
8133,시즌4,8,8
8134,시즌5,3,3
8135,시즌6,4,5
8136,시즌9,2,2
8137,시즌즈,10,10
8138,시청,10,10
8139,시청률,27,29
8140,시청자,11,12
8141,시청하,2,2
8142,시청해주세요,2,2
8143,시초,4,4
8144,시카,12,12
8145,시카고,2,2
8146,시크릿,5,5
8147,시트콤,7,8
8148,시티투어2,2,2
8149,식당,2,2
8150,식사,2,2
8151,식스센스,3,3
8152,식품,7,7
